No.Invoice,Tanggal Invoice,No.Urut,Nama Pelanggan,Kode Produk,Quantity, Gross sales , Discount , Net sales ,Jenis Kirim,Ongkir/Unit,Total Sales,ID Salesman
ORD-BS-02041254653-4,10/20/2020,7,Portland Bi-peds,BM-TC-081,1," 12,250 ", 123 ," 12,128 ",1,65," 12,193 ",599012
ORD-BS-02041254653-4,10/20/2020,8,Portland Bi-peds,BM-CA-061,2," 6,400 ", - ," 12,800 ",2,35," 12,870 ",599012
ORD-BS-02041254653-4,10/20/2020,9,Portland Bi-peds,BR-EC-008,1," 2,660 ", 27 ," 2,633 ",2,35," 2,703 ",599012
ORD-BS-02140975379-1,10/20/2020,1,Seattle Race Equipment,BR-CC-046,1," 1,750 ", - ," 1,750 ",2,35," 1,820 ",669618
ORD-BS-02140975379-1,10/20/2020,2,Seattle Race Equipment,BR-EA-036,1," 1,030 ", - ," 1,030 ",2,35," 1,100 ",669618
ORD-BS-02140994406-1,10/22/2020,1,Seattle Race Equipment,BM-CC-062,1," 6,390 ", - ," 6,390 ",1,65," 6,455 ",185077
ORD-BS-02140994406-1,10/22/2020,2,Seattle Race Equipment,BR-EA-036,1," 1,030 ", - ," 1,030 ",1,65," 1,095 ",185077
ORD-BS-02140994406-1,10/22/2020,3,Seattle Race Equipment,BM-TA-076,1," 2,770 ", - ," 2,770 ",1,65," 2,835 ",185077
ORD-BS-02140994406-1,10/22/2020,4,Seattle Race Equipment,BR-EC-030,1," 2,660 ", - ," 2,660 ",2,35," 2,730 ",185077
ORD-BS-02240911323-1,10/23/2020,1,Ann Arbor Speed,BR-TC-040,1," 3,200 ", - ," 3,200 ",1,45," 3,245 ",599012
ORD-BS-02240911323-1,10/23/2020,2,Ann Arbor Speed,BM-FA-075,1," 2,130 ", - ," 2,130 ",1,45," 2,175 ",599012
ORD-BS-02240911323-1,10/23/2020,3,Ann Arbor Speed,BM-TA-078,1," 1,620 ", - ," 1,620 ",1,45," 1,665 ",599012
ORD-BS-02240911323-1,10/23/2020,4,Ann Arbor Speed,BR-EA-018,2," 2,820 ", - ," 5,640 ",1,45," 5,685 ",599012
ORD-BS-02240911323-1,10/23/2020,5,Ann Arbor Speed,BM-OC-050,1," 3,200 ", - ," 3,200 ",1,45," 3,245 ",599012
ORD-BS-02240939341-1,10/25/2020,1,Ann Arbor Speed,BR-EC-030,1," 2,660 ", - ," 2,660 ",1,45," 2,705 ",956821
ORD-BS-02240939341-1,10/25/2020,2,Ann Arbor Speed,BM-TA-076,1," 2,770 ", - ," 2,770 ",2,25," 2,820 ",956821
ORD-BS-02240939341-1,10/25/2020,3,Ann Arbor Speed,BR-EC-028,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",956821
ORD-BS-02240939341-1,10/25/2020,4,Ann Arbor Speed,BR-EC-032,4," 7,360 ", - ," 29,440 ",1,45," 29,485 ",956821
ORD-BS-02240939341-1,10/25/2020,5,Ann Arbor Speed,BM-SA-092,1, 980 , - , 980 ,1,45," 1,025 ",956821
ORD-BS-02240939341-1,10/25/2020,6,Ann Arbor Speed,BM-OC-050,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",956821
ORD-BS-02240939341-1,10/25/2020,7,Ann Arbor Speed,BR-EC-031,1," 2,240 ", - ," 2,240 ",1,45," 2,285 ",956821
ORD-BS-02240939341-1,10/25/2020,8,Ann Arbor Speed,BR-TC-042,1," 1,950 ", - ," 1,950 ",1,45," 1,995 ",956821
ORD-BS-02240939341-1,10/25/2020,9,Ann Arbor Speed,BM-SA-093,1, 815 , - , 815 ,1,45, 860 ,956821
ORD-BS-02240939341-1,10/25/2020,10,Ann Arbor Speed,BR-CC-044,3," 7,350 ", - ," 22,050 ",1,45," 22,095 ",956821
ORD-BS-02240939341-1,10/25/2020,11,Ann Arbor Speed,BR-EC-001,1," 12,790 ", - ," 12,790 ",1,45," 12,835 ",956821
ORD-BS-02240949350-1,10/25/2020,1,Ann Arbor Speed,BR-EC-009,1," 2,240 ", - ," 2,240 ",1,45," 2,285 ",430843
ORD-BS-02240949350-1,10/25/2020,2,Ann Arbor Speed,BR-EC-031,1," 2,240 ", - ," 2,240 ",2,25," 2,290 ",430843
ORD-BS-02240949350-1,10/25/2020,3,Ann Arbor Speed,BM-SA-089,1," 1,520 ", - ," 1,520 ",2,25," 1,570 ",430843
ORD-BS-02240949350-1,10/25/2020,4,Ann Arbor Speed,BR-EC-008,1," 2,660 ", - ," 2,660 ",1,45," 2,705 ",430843
ORD-BS-02240949350-1,10/25/2020,5,Ann Arbor Speed,BM-CA-061,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",430843
ORD-BS-02240949350-1,10/25/2020,6,Ann Arbor Speed,BR-EC-024,1," 5,860 ", - ," 5,860 ",1,45," 5,905 ",430843
ORD-BS-02240949350-1,10/25/2020,7,Ann Arbor Speed,BR-EA-018,1," 1,410 ", - ," 1,410 ",1,45," 1,455 ",430843
ORD-BS-02240949350-1,10/25/2020,8,Ann Arbor Speed,BR-EA-017,1," 1,680 ", - ," 1,680 ",1,45," 1,725 ",430843
ORD-BS-02240949350-1,10/25/2020,9,Ann Arbor Speed,BM-OC-049,1," 3,840 ", - ," 3,840 ",1,45," 3,885 ",430843
ORD-BS-02240949350-1,10/25/2020,10,Ann Arbor Speed,BR-TC-038,2," 14,000 ", - ," 28,000 ",1,45," 28,045 ",430843
ORD-BS-02240949350-1,10/25/2020,11,Ann Arbor Speed,BR-EC-002,1," 10,660 ", - ," 10,660 ",1,45," 10,705 ",430843
ORD-BS-02240970372-1,10/25/2020,1,Ann Arbor Speed,BR-EA-037,1, 870 , - , 870 ,1,45, 915 ,599012
ORD-BS-02240970372-1,10/25/2020,2,Ann Arbor Speed,BR-EA-033,2," 4,260 ", - ," 8,520 ",2,25," 8,570 ",599012
ORD-BS-02240970372-1,10/25/2020,3,Ann Arbor Speed,BM-TA-076,1," 2,770 ", - ," 2,770 ",1,45," 2,815 ",599012
ORD-BS-02240970372-1,10/25/2020,4,Ann Arbor Speed,BR-EA-020,1," 1,030 ", - ," 1,030 ",1,45," 1,075 ",599012
ORD-BS-02240970372-1,10/25/2020,5,Ann Arbor Speed,BM-SA-095,1, 585 , - , 585 ,2,25, 635 ,599012
ORD-BS-02240970372-1,10/25/2020,6,Ann Arbor Speed,BR-TC-038,1," 7,000 ", - ," 7,000 ",2,25," 7,050 ",599012
ORD-BS-02240990405-1,10/25/2020,1,Ann Arbor Speed,BM-TA-088,2," 3,900 ", - ," 7,800 ",1,45," 7,845 ",956821
ORD-BS-02240990405-1,10/25/2020,2,Ann Arbor Speed,BR-CC-046,1," 1,750 ", - ," 1,750 ",1,45," 1,795 ",956821
ORD-BS-02240990405-1,10/25/2020,3,Ann Arbor Speed,BR-EC-001,8," 102,320 ", - ," 818,560 ",1,45," 818,605 ",956821
ORD-BS-02240990405-1,10/25/2020,4,Ann Arbor Speed,BR-EC-032,1," 1,840 ", - ," 1,840 ",1,45," 1,885 ",956821
ORD-BS-02240990405-1,10/25/2020,5,Ann Arbor Speed,BR-TC-042,1," 1,950 ", - ," 1,950 ",1,45," 1,995 ",956821
ORD-BS-02240990405-1,10/25/2020,6,Ann Arbor Speed,BR-EA-036,3," 3,090 ", - ," 9,270 ",1,45," 9,315 ",956821
ORD-BS-02240990405-1,10/25/2020,7,Ann Arbor Speed,BR-EA-018,1," 1,410 ", - ," 1,410 ",2,25," 1,460 ",956821
ORD-BS-02240990405-1,10/25/2020,8,Ann Arbor Speed,BM-CC-069,1," 4,800 ", - ," 4,800 ",2,25," 4,850 ",956821
ORD-BS-02240990405-1,10/25/2020,9,Ann Arbor Speed,BR-EC-002,10," 106,600 ", - ," 1,066,000 ",2,25," 1,066,050 ",956821
ORD-BS-02240990405-1,10/25/2020,10,Ann Arbor Speed,BR-EC-008,1," 2,660 ", - ," 2,660 ",1,45," 2,705 ",956821
ORD-BS-02240990405-1,10/25/2020,11,Ann Arbor Speed,BR-EA-020,1," 1,030 ", - ," 1,030 ",2,25," 1,080 ",956821
ORD-BS-02240990405-1,10/25/2020,12,Ann Arbor Speed,BR-CC-043,1," 3,500 ", - ," 3,500 ",1,45," 3,545 ",956821
ORD-BS-02240990405-1,10/25/2020,13,Ann Arbor Speed,BR-EC-023,1," 7,460 ", - ," 7,460 ",2,25," 7,510 ",956821
ORD-BS-02240990405-1,10/25/2020,14,Ann Arbor Speed,BM-CA-073,1," 1,840 ", - ," 1,840 ",2,25," 1,890 ",956821
ORD-BS-02241023437-2,10/26/2020,1,Ann Arbor Speed,BR-EC-026,1," 4,800 ", - ," 4,800 ",1,45," 4,845 ",599012
ORD-BS-02241023437-2,10/26/2020,2,Ann Arbor Speed,BR-EC-006,1," 3,940 ", - ," 3,940 ",2,25," 3,990 ",599012
ORD-BS-02241023437-2,10/26/2020,3,Ann Arbor Speed,BR-EA-037,1, 870 , - , 870 ,2,25, 920 ,599012
ORD-BS-02241023437-2,10/26/2020,4,Ann Arbor Speed,BM-FA-075,1," 2,130 ", - ," 2,130 ",2,25," 2,180 ",599012
ORD-BS-02241023437-2,10/26/2020,5,Ann Arbor Speed,BR-EA-034,1," 1,570 ", - ," 1,570 ",1,45," 1,615 ",599012
ORD-BS-02241023437-2,10/26/2020,6,Ann Arbor Speed,BM-SA-091,1," 1,080 ", - ," 1,080 ",2,25," 1,130 ",599012
ORD-BS-02241023437-2,10/26/2020,7,Ann Arbor Speed,BM-CC-070,1," 2,880 ", - ," 2,880 ",1,45," 2,925 ",599012
ORD-BS-02241023437-2,10/26/2020,8,Ann Arbor Speed,BR-EC-032,3," 5,520 ", - ," 16,560 ",1,45," 16,605 ",599012
ORD-BS-02241023437-2,10/26/2020,9,Ann Arbor Speed,BR-TC-040,1," 3,200 ", - ," 3,200 ",1,45," 3,245 ",599012
ORD-BS-02241023437-2,10/26/2020,10,Ann Arbor Speed,BM-OC-050,3," 9,600 ", - ," 28,800 ",1,45," 28,845 ",599012
ORD-BS-02241023437-2,10/26/2020,11,Ann Arbor Speed,BR-EC-031,1," 2,240 ", - ," 2,240 ",1,45," 2,285 ",599012
ORD-BS-02241023437-2,10/26/2020,12,Ann Arbor Speed,BM-OC-054,1," 3,200 ", - ," 3,200 ",1,45," 3,245 ",599012
ORD-BS-02241023437-2,10/26/2020,13,Ann Arbor Speed,BR-TC-042,1," 1,950 ", - ," 1,950 ",2,25," 2,000 ",599012
ORD-BS-02241023437-2,10/26/2020,14,Ann Arbor Speed,BR-EC-030,1," 2,660 ", - ," 2,660 ",2,25," 2,710 ",599012
ORD-BS-02241075490-2,10/27/2020,1,Ann Arbor Speed,BM-TA-086,1," 2,880 ", - ," 2,880 ",1,45," 2,925 ",599012
ORD-BS-02241075490-2,10/27/2020,2,Ann Arbor Speed,BR-TC-041,1," 2,700 ", - ," 2,700 ",2,25," 2,750 ",599012
ORD-BS-02241078494-2,10/29/2020,1,Ann Arbor Speed,BR-EA-013,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",185077
ORD-BS-02241078494-2,10/29/2020,2,Ann Arbor Speed,BR-EC-030,1," 2,660 ", - ," 2,660 ",1,45," 2,705 ",185077
ORD-BS-02241092512-3,10/29/2020,1,Ann Arbor Speed,BR-EC-028,1," 3,200 ", 32 ," 3,168 ",1,45," 3,213 ",205347
ORD-BS-02241092512-3,10/29/2020,2,Ann Arbor Speed,BR-EA-015,1," 2,240 ", - ," 2,240 ",1,45," 2,285 ",205347
ORD-BS-02241100520-3,10/29/2020,1,Ann Arbor Speed,BR-EC-030,1," 2,660 ", 27 ," 2,633 ",2,25," 2,683 ",848311
ORD-BS-02241100520-3,10/29/2020,2,Ann Arbor Speed,BR-EC-007,1," 3,200 ", 32 ," 3,168 ",1,45," 3,213 ",848311
ORD-BS-02241100520-3,10/29/2020,3,Ann Arbor Speed,BR-EC-009,1," 2,240 ", 22 ," 2,218 ",1,45," 2,263 ",848311
ORD-BS-02241100520-3,10/29/2020,4,Ann Arbor Speed,BR-EC-032,2," 3,680 ", 18 ," 7,342 ",1,45," 7,387 ",848311
ORD-BS-02241100520-3,10/29/2020,5,Ann Arbor Speed,BR-CC-046,1," 1,750 ", 18 ," 1,733 ",2,25," 1,783 ",848311
ORD-BS-02241100520-3,10/29/2020,6,Ann Arbor Speed,BR-EC-003,1," 7,990 ", 80 ," 7,910 ",2,25," 7,960 ",848311
ORD-BS-02241100520-3,10/29/2020,7,Ann Arbor Speed,BR-EC-027,1," 3,730 ", 37 ," 3,693 ",1,45," 3,738 ",848311
ORD-BS-02241100520-3,10/29/2020,8,Ann Arbor Speed,BR-EC-029,1," 2,660 ", 27 ," 2,633 ",1,45," 2,678 ",848311
ORD-BS-02241100520-3,10/29/2020,9,Ann Arbor Speed,BR-EA-019,1," 1,250 ", - ," 1,250 ",1,45," 1,295 ",848311
ORD-BS-02241100520-3,10/29/2020,10,Ann Arbor Speed,BR-EA-036,2," 2,060 ", - ," 4,120 ",1,45," 4,165 ",848311
ORD-BS-02241100520-3,10/29/2020,11,Ann Arbor Speed,BM-TC-081,1," 12,250 ", 123 ," 12,128 ",1,45," 12,173 ",848311
ORD-BS-02241100520-3,10/29/2020,12,Ann Arbor Speed,BR-EA-018,1," 1,410 ", - ," 1,410 ",1,45," 1,455 ",848311
ORD-BS-02241100520-3,10/29/2020,13,Ann Arbor Speed,BR-EC-008,5," 13,300 ", 27 ," 66,473 ",2,25," 66,523 ",848311
ORD-BS-02241100520-3,10/29/2020,14,Ann Arbor Speed,BR-EA-015,1," 2,240 ", - ," 2,240 ",1,45," 2,285 ",848311
ORD-BS-02241100520-3,10/29/2020,15,Ann Arbor Speed,BR-EA-013,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",848311
ORD-BS-02241100520-3,10/29/2020,16,Ann Arbor Speed,BM-SA-096,1, 480 , - , 480 ,2,25, 530 ,848311
ORD-BS-02241100520-3,10/29/2020,17,Ann Arbor Speed,BM-SA-089,1," 1,520 ", - ," 1,520 ",2,25," 1,570 ",848311
ORD-BS-02241100520-3,10/29/2020,18,Ann Arbor Speed,BR-TC-039,5," 22,500 ", 45 ," 112,455 ",2,25," 112,505 ",848311
ORD-BS-02241100520-3,10/29/2020,19,Ann Arbor Speed,BR-EA-021,1, 815 , - , 815 ,1,45, 860 ,848311
ORD-BS-02241100520-3,10/29/2020,20,Ann Arbor Speed,BR-EC-001,1," 12,790 ", 128 ," 12,662 ",1,45," 12,707 ",848311
ORD-BS-02241100520-3,10/29/2020,21,Ann Arbor Speed,BM-TA-077,1," 2,130 ", - ," 2,130 ",2,25," 2,180 ",848311
ORD-BS-02241100520-3,10/29/2020,22,Ann Arbor Speed,BR-EA-037,1, 870 , - , 870 ,1,45, 915 ,848311
ORD-BS-02241100520-3,10/29/2020,23,Ann Arbor Speed,BR-EA-016,1," 1,950 ", - ," 1,950 ",2,25," 2,000 ",848311
ORD-BS-02241100520-3,10/29/2020,24,Ann Arbor Speed,BR-CC-045,1," 1,960 ", 20 ," 1,940 ",1,45," 1,985 ",848311
ORD-BS-02241100520-3,10/29/2020,25,Ann Arbor Speed,BM-TA-079,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",848311
ORD-BS-02241100520-3,10/29/2020,26,Ann Arbor Speed,BR-TC-040,1," 3,200 ", 32 ," 3,168 ",1,45," 3,213 ",848311
ORD-BS-02241100520-3,10/29/2020,27,Ann Arbor Speed,BR-TC-042,1," 1,950 ", 20 ," 1,931 ",1,45," 1,976 ",848311
ORD-BS-02241103526-3,10/29/2020,1,Ann Arbor Speed,BR-TC-041,1," 2,700 ", 27 ," 2,673 ",2,25," 2,723 ",185077
ORD-BS-02241121547-3,10/29/2020,1,Ann Arbor Speed,BR-EC-025,1," 5,330 ", 53 ," 5,277 ",2,25," 5,327 ",502509
ORD-BS-02241121547-3,10/29/2020,2,Ann Arbor Speed,BR-EA-037,2," 1,740 ", - ," 3,480 ",1,45," 3,525 ",502509
ORD-BS-02241205620-4,10/30/2020,1,Ann Arbor Speed,BR-CC-046,1," 1,750 ", - ," 1,750 ",2,25," 1,800 ",848311
ORD-BS-02241205620-4,10/30/2020,2,Ann Arbor Speed,BR-EC-010,2," 3,680 ", - ," 7,360 ",1,45," 7,405 ",848311
ORD-BS-02241234641-4,10/31/2020,1,Ann Arbor Speed,BM-TA-080,1," 2,660 ", - ," 2,660 ",2,25," 2,710 ",599012
ORD-BS-02340987395-1,11/1/2020,1,Philadelphia Bike Shop,BR-EC-010,1," 1,840 ", - ," 1,840 ",1,50," 1,890 ",458320
ORD-BS-02340987395-1,11/1/2020,2,Philadelphia Bike Shop,BM-TA-078,1," 1,620 ", - ," 1,620 ",2,30," 1,680 ",458320
ORD-BS-02340987395-1,11/1/2020,3,Philadelphia Bike Shop,BR-EA-017,1," 1,680 ", - ," 1,680 ",1,50," 1,730 ",458320
ORD-BS-02340987395-1,11/1/2020,4,Philadelphia Bike Shop,BM-CC-070,1," 2,880 ", - ," 2,880 ",1,50," 2,930 ",458320
ORD-BS-02340987395-1,11/1/2020,5,Philadelphia Bike Shop,BM-SA-090,1," 1,350 ", - ," 1,350 ",2,30," 1,410 ",458320
ORD-BS-02341011422-2,11/3/2020,1,Philadelphia Bike Shop,BR-EA-016,1," 1,950 ", - ," 1,950 ",2,30," 2,010 ",599012
ORD-BS-02341011422-2,11/3/2020,2,Philadelphia Bike Shop,BM-TC-085,1," 3,730 ", - ," 3,730 ",1,50," 3,780 ",599012
ORD-BS-02341011422-2,11/3/2020,3,Philadelphia Bike Shop,BM-CC-069,1," 4,800 ", - ," 4,800 ",1,50," 4,850 ",599012
ORD-BS-02341011422-2,11/3/2020,4,Philadelphia Bike Shop,BM-SA-095,2," 1,170 ", - ," 2,340 ",1,50," 2,390 ",599012
ORD-BS-02341024442-2,11/3/2020,1,Philadelphia Bike Shop,BR-EC-032,1," 1,840 ", - ," 1,840 ",1,50," 1,890 ",205347
ORD-BS-02341024442-2,11/3/2020,2,Philadelphia Bike Shop,BM-CC-056,2," 18,120 ", - ," 36,240 ",2,30," 36,300 ",205347
ORD-BS-02341026446-2,11/5/2020,1,Philadelphia Bike Shop,BR-TC-039,2," 9,000 ", - ," 18,000 ",1,50," 18,050 ",205347
ORD-BS-02341026446-2,11/5/2020,2,Philadelphia Bike Shop,BM-CA-073,1," 1,840 ", - ," 1,840 ",1,50," 1,890 ",205347
ORD-BS-02341026446-2,11/5/2020,3,Philadelphia Bike Shop,BM-SA-090,2," 2,700 ", - ," 5,400 ",1,50," 5,450 ",205347
ORD-BS-02341026446-2,11/5/2020,4,Philadelphia Bike Shop,BM-TA-088,1," 1,950 ", - ," 1,950 ",2,30," 2,010 ",205347
ORD-BS-02341026446-2,11/5/2020,5,Philadelphia Bike Shop,BM-OC-048,1," 6,070 ", - ," 6,070 ",2,30," 6,130 ",205347
ORD-BS-02341026446-2,11/5/2020,6,Philadelphia Bike Shop,BM-SA-093,1, 815 , - , 815 ,1,50, 865 ,205347
ORD-BS-02341026446-2,11/5/2020,7,Philadelphia Bike Shop,BR-EC-025,1," 5,330 ", - ," 5,330 ",2,30," 5,390 ",205347
ORD-BS-02341026446-2,11/5/2020,8,Philadelphia Bike Shop,BR-EA-015,1," 2,240 ", - ," 2,240 ",2,30," 2,300 ",205347
ORD-BS-02341026446-2,11/5/2020,9,Philadelphia Bike Shop,BR-EC-029,1," 2,660 ", - ," 2,660 ",2,30," 2,720 ",205347
ORD-BS-02341026446-2,11/5/2020,10,Philadelphia Bike Shop,BM-TA-078,1," 1,620 ", - ," 1,620 ",1,50," 1,670 ",205347
ORD-BS-02341026446-2,11/5/2020,11,Philadelphia Bike Shop,BR-EA-014,1," 2,660 ", - ," 2,660 ",2,30," 2,720 ",205347
ORD-BS-02341026446-2,11/5/2020,12,Philadelphia Bike Shop,BR-EC-009,1," 2,240 ", - ," 2,240 ",1,50," 2,290 ",205347
ORD-BS-02341026446-2,11/5/2020,13,Philadelphia Bike Shop,BR-CC-044,1," 2,450 ", - ," 2,450 ",2,30," 2,510 ",205347
ORD-BS-02341026446-2,11/5/2020,14,Philadelphia Bike Shop,BM-CA-072,1," 2,060 ", - ," 2,060 ",2,30," 2,120 ",205347
ORD-BS-02341165586-3,11/6/2020,1,Philadelphia Bike Shop,BR-EC-029,1," 2,660 ", - ," 2,660 ",1,50," 2,710 ",359608
ORD-BS-02341165586-3,11/6/2020,2,Philadelphia Bike Shop,BM-CC-063,3," 15,990 ", - ," 47,970 ",1,50," 48,020 ",359608
ORD-BS-02341165586-3,11/6/2020,3,Philadelphia Bike Shop,BR-EC-030,2," 5,320 ", - ," 10,640 ",1,50," 10,690 ",359608
ORD-BS-02341165586-3,11/6/2020,4,Philadelphia Bike Shop,BR-EA-014,1," 2,660 ", - ," 2,660 ",2,30," 2,720 ",359608
ORD-BS-02341165586-3,11/6/2020,5,Philadelphia Bike Shop,BR-EA-021,2," 1,630 ", - ," 3,260 ",1,50," 3,310 ",359608
ORD-BS-02341165586-3,11/6/2020,6,Philadelphia Bike Shop,BM-CC-055,4," 51,160 ", - ," 204,640 ",1,50," 204,690 ",359608
ORD-BS-02341165586-3,11/6/2020,7,Philadelphia Bike Shop,BM-TC-085,1," 3,730 ", - ," 3,730 ",2,30," 3,790 ",359608
ORD-BS-02341165586-3,11/6/2020,8,Philadelphia Bike Shop,BR-EA-017,1," 1,680 ", - ," 1,680 ",1,50," 1,730 ",359608
ORD-BS-02341165586-3,11/6/2020,9,Philadelphia Bike Shop,BM-TA-088,1," 1,950 ", - ," 1,950 ",1,50," 2,000 ",359608
ORD-BS-02341165586-3,11/6/2020,10,Philadelphia Bike Shop,BR-TC-041,1," 2,700 ", - ," 2,700 ",2,30," 2,760 ",359608
ORD-BS-02341165586-3,11/6/2020,11,Philadelphia Bike Shop,BM-SA-094,1, 705 , - , 705 ,2,30, 765 ,359608
ORD-BS-02341165586-3,11/6/2020,12,Philadelphia Bike Shop,BM-SA-091,1," 1,080 ", - ," 1,080 ",1,50," 1,130 ",359608
ORD-BS-02341165586-3,11/6/2020,13,Philadelphia Bike Shop,BM-SA-089,1," 1,520 ", - ," 1,520 ",2,30," 1,580 ",359608
ORD-BS-02341165586-3,11/6/2020,14,Philadelphia Bike Shop,BM-CA-071,1," 2,340 ", - ," 2,340 ",2,30," 2,400 ",359608
ORD-BS-02341165586-3,11/6/2020,15,Philadelphia Bike Shop,BM-TA-079,2," 6,400 ", - ," 12,800 ",1,50," 12,850 ",359608
ORD-BS-02341165586-3,11/6/2020,16,Philadelphia Bike Shop,BM-CC-070,1," 2,880 ", - ," 2,880 ",1,50," 2,930 ",359608
ORD-BS-02341165586-3,11/6/2020,17,Philadelphia Bike Shop,BM-FA-074,1," 3,730 ", - ," 3,730 ",2,30," 3,790 ",359608
ORD-BS-02341165586-3,11/6/2020,18,Philadelphia Bike Shop,BR-CC-043,1," 3,500 ", - ," 3,500 ",1,50," 3,550 ",359608
ORD-BS-02341165586-3,11/6/2020,19,Philadelphia Bike Shop,BR-TC-042,1," 1,950 ", - ," 1,950 ",2,30," 2,010 ",359608
ORD-BS-02341165586-3,11/6/2020,20,Philadelphia Bike Shop,BM-OC-050,1," 3,200 ", - ," 3,200 ",1,50," 3,250 ",359608
ORD-BS-02440921332-1,11/6/2020,1,Providence Bi-peds,BR-EA-020,3," 3,090 ", - ," 9,270 ",2,25," 9,320 ",669618
ORD-BS-02440947345-1,11/8/2020,1,Providence Bi-peds,BM-SA-094,1, 705 , - , 705 ,2,25, 755 ,205347
ORD-BS-02440947345-1,11/8/2020,2,Providence Bi-peds,BR-TC-041,1," 2,700 ", - ," 2,700 ",1,50," 2,750 ",205347
ORD-BS-02440947345-1,11/8/2020,3,Providence Bi-peds,BR-EC-030,2," 5,320 ", - ," 10,640 ",2,25," 10,690 ",205347
ORD-BS-02440947345-1,11/8/2020,4,Providence Bi-peds,BM-OC-050,1," 3,200 ", - ," 3,200 ",1,50," 3,250 ",205347
ORD-BS-02440974378-1,11/10/2020,1,Providence Bi-peds,BR-TC-042,1," 1,950 ", - ," 1,950 ",2,25," 2,000 ",599012
ORD-BS-02440974378-1,11/10/2020,2,Providence Bi-peds,BM-TC-085,1," 3,730 ", - ," 3,730 ",1,50," 3,780 ",599012
ORD-BS-02440974378-1,11/10/2020,3,Providence Bi-peds,BR-TC-039,1," 4,500 ", - ," 4,500 ",2,25," 4,550 ",599012
ORD-BS-02441018430-2,11/10/2020,1,Providence Bi-peds,BM-CA-071,1," 2,340 ", - ," 2,340 ",1,50," 2,390 ",205347
ORD-BS-02441018431-2,11/10/2020,1,Providence Bi-peds,BR-EC-028,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",185077
ORD-BS-02441018431-2,11/10/2020,2,Providence Bi-peds,BR-EA-021,1, 815 , - , 815 ,2,25, 865 ,185077
ORD-BS-02441018431-2,11/10/2020,3,Providence Bi-peds,BM-OC-053,1," 3,730 ", - ," 3,730 ",1,50," 3,780 ",185077
ORD-BS-02441018431-2,11/10/2020,4,Providence Bi-peds,BR-EC-027,1," 3,730 ", - ," 3,730 ",2,25," 3,780 ",185077
ORD-BS-02441018431-2,11/10/2020,5,Providence Bi-peds,BR-TC-040,1," 3,200 ", - ," 3,200 ",1,50," 3,250 ",185077
ORD-BS-02441018431-2,11/10/2020,6,Providence Bi-peds,BR-EC-010,1," 1,840 ", - ," 1,840 ",1,50," 1,890 ",185077
ORD-BS-02441018431-2,11/10/2020,7,Providence Bi-peds,BR-EC-007,1," 3,200 ", - ," 3,200 ",2,25," 3,250 ",185077
ORD-BS-02441018431-2,11/10/2020,8,Providence Bi-peds,BM-SA-089,1," 1,520 ", - ," 1,520 ",1,50," 1,570 ",185077
ORD-BS-02441018431-2,11/10/2020,9,Providence Bi-peds,BM-TA-080,1," 2,660 ", - ," 2,660 ",1,50," 2,710 ",185077
ORD-BS-02441018431-2,11/10/2020,10,Providence Bi-peds,BM-TC-084,2," 8,960 ", - ," 17,920 ",2,25," 17,970 ",185077
ORD-BS-02441018431-2,11/10/2020,11,Providence Bi-peds,BM-CA-065,1," 3,200 ", - ," 3,200 ",1,50," 3,250 ",185077
ORD-BS-02441018431-2,11/10/2020,12,Providence Bi-peds,BR-EA-034,2," 3,140 ", - ," 6,280 ",2,25," 6,330 ",185077
ORD-BS-02441018431-2,11/10/2020,13,Providence Bi-peds,BR-EA-033,1," 2,130 ", - ," 2,130 ",2,25," 2,180 ",185077
ORD-BS-02441018431-2,11/10/2020,14,Providence Bi-peds,BR-EC-002,1," 10,660 ", - ," 10,660 ",2,25," 10,710 ",185077
ORD-BS-02441018431-2,11/10/2020,15,Providence Bi-peds,BM-CA-071,1," 2,340 ", - ," 2,340 ",2,25," 2,390 ",185077
ORD-BS-02441018431-2,11/10/2020,16,Providence Bi-peds,BM-OC-054,2," 6,400 ", - ," 12,800 ",2,25," 12,850 ",185077
ORD-BS-02441018431-2,11/10/2020,17,Providence Bi-peds,BM-CC-063,1," 5,330 ", - ," 5,330 ",2,25," 5,380 ",185077
ORD-BS-02441018431-2,11/10/2020,18,Providence Bi-peds,BR-EC-030,1," 2,660 ", - ," 2,660 ",1,50," 2,710 ",185077
ORD-BS-02441018431-2,11/10/2020,19,Providence Bi-peds,BR-EA-037,1, 870 , - , 870 ,1,50, 920 ,185077
ORD-BS-02441018431-2,11/10/2020,20,Providence Bi-peds,BM-TA-076,1," 2,770 ", - ," 2,770 ",2,25," 2,820 ",185077
ORD-BS-02441101522-3,11/10/2020,1,Providence Bi-peds,BR-EA-013,1," 3,200 ", - ," 3,200 ",1,50," 3,250 ",848311
ORD-BS-02441101522-3,11/10/2020,2,Providence Bi-peds,BM-TA-076,1," 2,770 ", - ," 2,770 ",1,50," 2,820 ",848311
